chirp_mass,mass_ratio,a_1,a_2,dec,ra,theta_jn,psi,time_jitter,tilt_1,tilt_2,phi_12,phi_jl,phase,geocent_time,luminosity_distance,log_likelihood,log_prior,reference_frequency,waveform_approximant,minimum_frequency,total_mass,mass_1,mass_2,H1_log_likelihood,V1_log_likelihood,H1_matched_filter_snr,H1_optimal_snr,V1_matched_filter_snr,V1_optimal_snr,symmetric_mass_ratio,iota,spin_1x,spin_1y,spin_1z,spin_2x,spin_2y,spin_2z,phi_1,phi_2,chi_eff,chi_1_in_plane,chi_2_in_plane,chi_p,cos_tilt_1,cos_tilt_2,redshift,comoving_distance,mass_1_source,mass_2_source,chirp_mass_source,total_mass_source
6.013704468670157,0.7211461684377742,0.09662563055219918,0.08373008269001687,-0.6978587938036358,4.395845077872935,1.8109975366223785,2.5589816181751956,4.7060170106110865e-05,0.0,0.0,0.0,0.0,4.460356144643857,1415188782.8847644,427.37574104138207,50.59163690323466,2.490297821791736,100.0,IMRPhenomXP,20.0,14.03813474887281,8.156271097889814,5.881863650982997,50.213611120494996,-0.00205312694227394,(11.579882729046501-0.7111024923323316j),10.91821624513908,(0.9797570312915952+0.40712352723022627j),0.6142046981043005,0.24343767504023703,1.8109975366223785,0,0,0.09662563055219918,0,0,0.08373008269001687,0.0,0.0,0.0912225014622628,0.0,0.0,0.0,1.0,1.0,0.090483809132105,391.9138783556866,7.479497659283206,5.393811078831385,5.514712294037953,12.873308738114591
6.026494962416577,0.5892483860970843,0.120206970494935,0.19389447954605418,-0.9327446660205709,5.018068660142888,1.913238738975145,1.435050412594508,-0.00012157421856084423,0.0,0.0,0.0,0.0,0.5674069186963873,1415188782.8826125,342.2383949723064,50.74483705827847,2.207764519754978,100.0,IMRPhenomXP,20.0,14.431646810767965,9.0808000417163,5.350846769051666,50.4104947307946,-0.000871476042191878,(11.680548398187982+0.9531101086482842j),9.897444245682285,(1.0345802511991147-0.6323672274140859j),1.215068065740051,0.23330005627934589,1.913238738975145,0,0,0.120206970494935,0,0,0.19389447954605418,0.0,0.0,0.14752821628868962,0.0,0.0,0.0,1.0,1.0,0.07331136898788815,318.8621711986344,8.460545843541487,4.9853629838072155,5.6148617601055,13.445908827348703
6.0326175142019585,0.5886149436559236,0.06150587625851241,0.35602350021050844,-1.2751645424569995,4.496353543318007,2.2208632840673177,0.3603730575031204,-2.875113853434503e-05,0.0,0.0,0.0,0.0,5.476908637177399,1415188782.8855848,490.63741672760926,50.86112377163314,1.3243627123533965,100.0,IMRPhenomXP,20.0,14.44872058641305,9.095168495118022,5.353552091295026,52.19917117524655,-0.010940410823494257,(11.768097275378075-0.42868034380464043j),10.929616382639146,(0.4257347768345105-0.4862790889607496j),2.0216062097190433,0.23323514717394145,2.2208632840673177,0,0,0.06150587625851241,0,0,0.35602350021050844,0.0,0.0,0.17063079373488227,0.0,0.0,0.0,1.0,1.0,0.10301303894076087,444.81560730846945,8.245748847948564,4.853570993536141,5.469216864376478,13.099319841484704
6.017712939017624,0.500349389351479,0.16441170705892777,0.16058855841878378,-0.6044119472052291,5.648260496363961,0.23261428197465164,0.30543775117869526,-7.472532442739073e-05,0.0,0.0,0.0,0.0,2.7855915399382485,1415188782.88479,796.9246137928945,50.87512944594994,1.1233079866474789,100.0,IMRPhenomXP,20.0,14.835368196336558,9.887942303058555,4.947425893278004,53.98311580366028,-0.024716834800421694,(11.646932242049992+1.9423098605808238j),10.883547828650261,(-0.4662551118283397-0.10181926655488059j),1.9768327340852896,0.22227394745190965,0.23261428197465164,0,0,0.16441170705892777,0,0,0.16058855841878378,0.0,0.0,0.16313673064271925,0.0,0.0,0.0,1.0,1.0,0.161249326910473,686.2648663928542,8.514917575337263,4.260433809198176,5.1821024129485345,12.775351384535439
6.019360429757598,0.9664892176327166,0.08000252878962325,0.11709156107095962,-0.3755795408341537,2.9001480166602227,0.9991555134446779,1.5583148894739163,-1.967293704390995e-05,0.0,0.0,0.0,0.0,1.018271507515699,1415188782.9058914,212.11145272307098,50.96684117627517,2.5403142265221703,100.0,IMRPhenomXP,20.0,13.831268888956327,7.033483206994939,6.797785681961389,50.59924518367761,0.0008367083281440851,(11.860287126073512+0.9731114957772371j),11.847702735798874,(0.8831782935750324+0.27086133972881815j),0.5845751058734195,0.24992740177469566,0.9991555134446779,0,0,0.08000252878962325,0,0,0.11709156107095962,0.0,0.0,0.09823102934326239,0.0,0.0,0.0,1.0,1.0,0.046308103230819256,202.72370191774283,6.722191279295988,6.496925390304249,5.752952128699806,13.219116669600236
5.983155115216971,0.5317381337031984,0.012369349955622947,0.26254834106894614,0.3657598070175209,1.7049799580079716,0.7936818734252826,0.19211049193187169,-9.372361696436104e-05,0.0,0.0,0.0,0.0,1.608391667203876,1415188782.9213166,584.444430527783,50.97461505633461,2.378918906450421,100.0,IMRPhenomXP,20.0,14.5791769640684,9.518060981364439,5.06111598270396,50.35431850101389,-0.004861696271763347,(11.515868158295163-0.9911296778870013j),10.742573705862062,(1.1410784085262944-0.04909828330939529j),1.2164707277812572,0.22663592762027568,0.7936818734252826,0,0,0.012369349955622947,0,0,0.26254834106894614,0.0,0.0,0.09921820936524604,0.0,0.0,0.0,1.0,1.0,0.12125631982353977,521.240698973182,8.488746786160693,4.51379037355211,5.336117183409574,13.002537159712805
6.04257335052853,0.6862569298406664,0.19727718356373813,0.09675966305377032,0.6038697598320306,1.63273831383373,2.409481233722266,1.1663396377089703,2.4588082141909786e-05,0.0,0.0,0.0,0.0,2.1756873673113977,1415188782.9248295,785.8617374288095,50.99284372364479,2.1882840568772703,100.0,IMRPhenomXP,20.0,14.17876426892521,8.408424610753093,5.7703396581721185,50.42629651043926,-0.002070950955954675,(11.458225166224185-1.0517112277112388j),9.48653800654937,(1.701236745378995+0.3586815544354421j),0.3272144936318845,0.24134552360218206,2.409481233722266,0,0,0.19727718356373813,0,0,0.09675966305377032,0.0,0.0,0.1563695117851055,0.0,0.0,0.0,1.0,1.0,0.15920890311026328,677.9293463968861,7.2535887088103985,4.977825517635148,5.212669894369991,12.231414226445546
6.012927753827593,0.5704422720109975,0.10640059810923333,0.20679665905652073,-0.8788772645030266,3.9914807799851277,1.2152294093172316,1.3579600807536956,8.474888941072025e-06,0.0,0.0,0.0,0.0,3.1460429075400214,1415188782.887336,445.2985827322996,51.06382372506099,2.271729628110573,100.0,IMRPhenomXP,20.0,14.473892319647279,9.216443404260275,5.257448915387004,52.18528792157092,-0.005768902278139615,(11.844325905334214-0.720797867106405j),9.838561975080259,(0.14989892899193497-0.9482156969628189j),1.5573630558553773,0.23129580039755393,1.2152294093172316,0,0,0.10640059810923333,0,0,0.20679665905652073,0.0,0.0,0.14286813220992273,0.0,0.0,0.0,1.0,1.0,0.09405282056408198,407.0174438248982,8.424130198310145,4.805479970040495,5.496012295573984,13.229610168350641
6.025372424204664,0.9170199202083669,0.0820854169274412,0.1456461986933296,-0.5368267534021952,5.4178957552876446,1.3567275685388045,0.12808934430209482,0.00012009443131393184,0.0,0.0,0.0,0.0,0.15378789353102526,1415188782.8844154,368.31485485774925,51.073607640962805,2.611028694185827,100.0,IMRPhenomXP,20.0,13.858256154572668,7.229062154485265,6.629194000087403,51.78772938373786,-0.00227617842623069,(11.762920812722239-0.002623467201927134j),11.852204008477704,(-0.6068178773394177+2.021041050577119j),0.7945130737853474,0.24953158105311346,1.3567275685388045,0,0,0.0820854169274412,0,0,0.1456461986933296,0.0,0.0,0.11249016254792545,0.0,0.0,0.0,1.0,1.0,0.0786104606599669,341.4716143672435,6.702199188817468,6.146050165349975,5.586235850631314,12.848249354167443
6.0141933986399145,0.5454535046692595,0.0491131399710156,0.38535833467129277,-0.6323121030511027,5.117839176595856,1.7784401758353652,2.1076348992650806,-5.628922404058334e-05,0.0,0.0,0.0,0.0,1.6254278775056317,1415188782.882951,439.9924314116921,51.26826904624668,2.549150276203102,100.0,IMRPhenomXP,20.0,14.587802677497585,9.439172795185128,5.148629882312457,51.68578181827208,0.00038629300478957435,(11.613240682737555-2.090656963063661j),11.736247832198288,(-0.7571380138417553-1.2240720391204434j),0.5748372510376576,0.22837357425677693,1.7784401758353652,0,0,0.0491131399710156,0,0,0.38535833467129277,0.0,0.0,0.16778776804836704,0.0,0.0,0.0,1.0,1.0,0.0929978133552994,402.5556364371849,8.636039962613125,4.71055826407111,5.50247523385016,13.346598226684236
