chirp_mass,mass_ratio,dec,ra,time_jitter,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,theta_jn,psi,phase,geocent_time,luminosity_distance,log_likelihood,log_prior,reference_frequency,waveform_approximant,minimum_frequency,total_mass,mass_1,mass_2,H1_log_likelihood,L1_log_likelihood,V1_log_likelihood,H1_matched_filter_snr,H1_optimal_snr,L1_matched_filter_snr,L1_optimal_snr,V1_matched_filter_snr,V1_optimal_snr,symmetric_mass_ratio,iota,spin_1x,spin_1y,spin_1z,spin_2x,spin_2y,spin_2z,phi_1,phi_2,chi_eff,chi_1_in_plane,chi_2_in_plane,chi_p,cos_tilt_1,cos_tilt_2,redshift,comoving_distance,mass_1_source,mass_2_source,chirp_mass_source,total_mass_source
18.254262802892125,0.951619743103593,0.9206404857133356,6.157722141886403,-7.565179291669962e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600110141913258,1421382272.0735614,3360.6645946484996,7.426658274340889,2.982143032773628,100.0,IMRPhenomXP,20.0,41.95275404541572,21.496377147066426,20.456376898349298,2.043782107643503,2.459764055377132,-0.016077980786256996,(4.43367635721954-0.927072323158096j),3.785891028378844,(3.7658288419921484+1.206006902700391j),2.5079630778848436,(0.7334834604482867-0.37149595003191793j),1.045840919937296,0.24984636649343772,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5623088452130344,2151.0885045496475,13.759364681914226,13.093683083871865,11.68415762275416,26.85304776578609
14.564346585456931,0.7560448121847069,1.1775442200315485,5.946716246628679,0.00022872356277864618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18464275438967787,1421382272.074823,2103.699602806935,7.476285209492473,2.5249437251741718,100.0,IMRPhenomXP,20.0,33.85362630152999,19.278338494911456,14.575287806618537,1.2345495586269646,1.8353426622572728,-0.0025627742161711264,(4.317991442636704-0.03618504395097359j),5.072868521437742,(4.289505408566892-0.04417962171147413j),4.039100161712177,(-0.24603467807430546+0.8556165241303965j),1.6113090956978464,0.24517509312034294,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.37935906786290646,1525.1283336469508,13.976301707125558,10.56671039920054,10.55877829405365,24.543012106326096
18.41954467757313,0.8054250582376078,-0.36327193386782974,5.51307931242965,-7.1359437181177496e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.966723578919348,1421382272.0483725,3501.241745292625,7.507854906375798,3.4166691056388414,100.0,IMRPhenomXP,20.0,42.614673683595335,23.60367908330367,19.010994600291664,1.4408760306852866,3.5599728688752084,0.024909061759357254,(4.528748899475017-0.273463736842718j),2.50256099162288,(4.005047129859122-2.6453999002597013j),4.263644136035386,(-1.1148297414004553+0.5662517872189087j),1.2431118709641418,0.2470962789354544,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5817232612586337,2213.561510593142,14.922761561033996,12.01916609936174,11.645238537439248,26.941927660395738
17.622776601216035,0.5218718950052776,-0.21490129329986338,6.231423172795682,-0.00013250746346971966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.184723941410781,1421382272.0599077,3658.336452665121,7.579586724254627,3.4608855880098766,100.0,IMRPhenomXP,20.0,43.09131095265774,28.31467687528871,14.776634077369033,0.9182697483314239,2.5891141708136782,0.03157727106183961,(3.8118563625181223-1.8661182823184204j),2.0181089280272113,(4.761429101725171-0.7751053784067458j),2.3196974769700085,(0.30903395203736483-0.09630447221352856j),1.4861613199810961,0.22532413641359403,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6032167288642934,2281.872681854559,17.661166057908222,9.216866198643453,10.992136174689167,26.878032256551673
18.58508194786257,0.8150836899062162,1.1821460359101805,5.476651455140468,0.0001635900806178848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2257472763568087,1421382272.0703697,3695.2381623220426,7.649700760313741,2.5137786663661155,100.0,IMRPhenomXP,20.0,42.965428143643614,23.671320712414975,19.29410743122864,1.8542111358883018,2.7172027597428805,-0.05752504863179286,(3.8675854059000434+2.1982217604502416j),3.1166375967077653,(4.09320725012952+1.802450886337689j),2.640661523472168,(0.1475987057949898-1.8957934728755896j),1.2033630485138478,0.2474052403393356,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6082358287025993,2297.696696543728,14.718811936624476,11.997063544339538,11.556191956533876,26.715875480964012
14.35132095506249,0.5224662204350967,0.0838591297850339,5.0373994485745985,-0.00012638764603733755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.542764826904475,1421382272.050243,2957.522620308425,7.674440759156663,3.4806365210204335,100.0,IMRPhenomXP,20.0,35.084407429618274,23.04445705179042,12.039950377827854,1.0971717686476872,2.3396766614960605,-0.005116039069587575,(4.283660855555053-1.165367328079136j),2.6922451653278414,(3.9374630661943826-1.9468049683991195j),4.038958417269827,(-0.8292493303173906+1.5313826393178125j),0.6285799033003893,0.22540465756935857,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5055994978715428,1964.3488271040828,15.305834708611576,7.996781610812611,9.531964493446544,23.302616319424185
17.86286248488466,0.7344106126396075,0.6473283279797375,4.961868436412778,1.934886808870875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.715512408507738,1421382272.058783,2396.1130990574793,7.684751154380731,3.2581313956356235,100.0,IMRPhenomXP,20.0,41.62650945862947,24.000377508805652,17.626131949823815,1.264391948203981,2.759438873974558,-0.013186751245381823,(4.186486609601554-1.4500382253374478j),3.4558288606813914,(4.182129871520544-0.8124150198257569j),4.153949579722813,(-0.06851830020344771-0.1387006286922055j),1.2462624322965332,0.24413784093569033,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.42366699607659797,1683.057261803149,16.85813998283792,12.380796912760259,12.547079151312698,29.23893689559818
14.817007729663548,0.7593350591670149,0.465914991452605,5.141711106929961,5.587212575669103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21698353691837827,1421382272.0590038,2490.298925371035,7.737603466022346,3.371448144300217,100.0,IMRPhenomXP,20.0,34.4285478244579,19.569068236927333,14.859479587530569,1.3514556656560037,2.024450552024102,-0.0011966796099983634,(4.039957616312582-1.7800348169145512j),2.909726192421728,(4.293364679451707-0.5085534504001817j),3.905239029772241,(-0.45391713895194324-1.6154010354233543j),0.5174005114779835,0.24532191023167302,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4376836138756331,1732.160607613123,13.61152624128062,10.335709083776194,10.306167216944642,23.947235325056816
19.292247197440457,0.9729541823264659,0.3138220997676502,5.035514143448067,-3.411960256802406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.562527858471474,1421382272.0527384,2471.807258241172,7.82529887709513,3.434084525739382,100.0,IMRPhenomXP,20.0,44.326943301230045,22.467294830415497,21.859648470814545,1.5386732439978887,3.4055028939154326,0.004590266847649405,(4.4333489660623595-0.6650005801973394j),3.9091979049019696,(4.096718290007023+0.04880761688979739j),5.544188112387704,(-0.9904762083559879-0.16568626863710484j),0.7669834407190397,0.24995302073249948,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4349409553235172,1722.5846459960965,15.657295686671715,15.23383132226938,13.444627896268308,30.891127008941098
18.56480758396129,0.7969877815422459,-0.080981934461836,0.21256573925811098,-8.021509645711683e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.844535425756493,1421382272.065792,2783.9491539495107,7.8256635678377995,3.4808741995935293,100.0,IMRPhenomXP,20.0,42.98071177743559,23.918199232577887,19.0625125448577,1.5863229949882198,2.513126469649812,-0.015697751857159048,(4.212960934051592+1.6110175073757742j),3.501957965345254,(4.540013996513155-0.7679788215107102j),3.175229069966846,(0.6159052141797292+0.03917395415320596j),2.0161537588094647,0.24680924018030978,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4806654883270552,1880.201280225852,16.153681855313657,12.874287065605664,12.538151074850083,29.02796892091932
17.08256824307282,0.5388312150176418,1.044679066696174,5.728289923817476,-4.7148429625063176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.108821591361033,1421382272.0712764,3977.690744204639,7.86767014201724,2.7953591405376503,100.0,IMRPhenomXP,20.0,41.52510134351669,26.984831694514742,14.540269649001948,1.4188181157598994,2.3043110482993976,-0.023187769165182726,(4.12876584136261+0.647436683186576j),2.658572738344942,(3.705730220107819+1.8113133258768699j),2.1386084632670723,(1.1972634246697837-0.34464551040781444j),0.9050623093598014,0.22754682086397318,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6462981930139374,2416.142320830655,16.391217465356405,8.832099622476383,10.3763512075532,25.223317087832786
